 1 0   1     5.48132135803 0.00000000000       0.00000000000
 1 0   2     0.09216780187 0.87777611366      74.78159856730
 1 0   3     0.05198608344 4.12610278193    6208.29425142410
 1 0   4     0.01504291418 3.62728490635       1.48447270830
 1 0   5     0.00358801355 1.68191864026    6133.51265285680
 1 0   6     0.00366245560 1.90220682513      73.29712585900
 1 0   7     0.00269254919 3.32692532018     149.56319713460
 1 0   8     0.00135679961 0.41906283530   12416.58850284820
 1 0   9     0.00120731508 3.44613489891    6283.07584999140
 1 0  10     0.00070350052 5.39221210143      63.73589830340
 1 0  11     0.00068559332 6.07952916505      76.26607127560
 1 0  12     0.00061998427 2.26969300396       2.96894541660
 1 0  13     0.00061956167 2.85060027780      11.04570026390
 1 0  14     0.00041710470 4.22480846620   12491.37010141550
 1 0  15     0.00039116778 6.18323187870    6209.77872413240
 1 0  16     0.00039081589 5.21167510770    6206.80977871580
 1 0  17     0.00026472568 3.14291090626      71.81265315070
 1 0  18     0.00023601780 5.51952402938    6058.73105428950
 1 0  19     0.00025577689 6.11383318948     454.90936652730
 1 0  20     0.00020980076 4.34774597769     148.07872442630
 1 0  21     0.00018687056 4.24718831492   12341.80690428090
 1 0  22     0.00017817165 1.74434186915      36.64856292950
 1 0  23     0.00014613289 4.73722999805       3.93215326310
 1 0  24     0.00011040268 0.48439348052     138.51749687070
 1 0  25     0.00010954255 5.77625476119     224.34479570190
 1 0  26     0.00011516922 0.66510378840    6134.99712556510
 1 0  27     0.00009526652 2.95534116751      35.16409022120
 1 0  28     0.00007543908 5.23526205004     109.94568878850
 1 0  29     0.00005364081 2.76571933101    6132.02818014850
 1 0  30     0.00004223451 3.23157816913      70.84944530420
 1 0  31     0.00005766014 4.46722415710    6281.59137728310
 1 0  32     0.00004733829 3.01564275034   18624.88275427230
 1 0  33     0.00004002059 2.24609141841     151.04766984290
 1 0  34     0.00003352756 1.06565915473       4.45341812490
 1 0  35     0.00002927578 4.62921403952       9.56122755560
 1 0  36     0.00003487528 5.47743448612     146.59425171800
 1 0  37     0.00003128840 4.73876589126      77.75054398390
 1 0  38     0.00002723224 3.41651337637    6144.55835312070
 1 0  39     0.00002907018 5.33777011810      85.82729883120
 1 0  40     0.00002274010 4.36679951875      70.32818044240
 1 0  41     0.00002046633 1.51773593365       0.11187458460
 1 0  42     0.00002169558 0.51217029603   18699.66435283960
 1 0  43     0.00001870105 1.80054134253   12267.02530571360
 1 0  44     0.00002138284 0.60380186480      38.13303563780
 1 0  45     0.00002017804 1.50518062334   12415.10403013990
 1 0  46     0.00001844937 5.96084520507    6197.24855116020
 1 0  47     0.00002022308 2.41024474172   12418.07297555650
 1 0  48     0.00001987950 4.92381982779     277.03499374140
 1 0  49     0.00001756489 0.26684494239    6205.32530600750
 1 0  50     0.00001378432 2.04229362553      65.22037101170
 1 0  51     0.00001533361 3.07331668721    5983.94945572220
 1 0  52     0.00001639806 3.64614797066     380.12776796000
 1 0  53     0.00001673751 4.49856059933    6060.21552699780
 1 0  54     0.00001280876 3.11084891351     202.25339517410
 1 0  55     0.00001463520 4.80257028708    6211.26319684070
 1 0  56     0.00001147979 0.93343648695       3.18139373770
 1 0  57     0.00001381166 5.37738576322    6219.33995168800
 1 0  58     0.00001257726 6.00057521616    6357.85744855870
 1 0  59     0.00001528732 2.58649590480      52.69019803950
 1 0  60     0.00001369290 4.18677266205     111.43016149680
 1 0  61     0.00001270414 0.51190564376     222.86032299360
 1 0  62     0.00001213901 0.19840485625     108.46121608020
 1 0  63     0.00001321635 2.38625610519    6663.20361795140
 1 0  64     0.00000945347 1.19080766281     127.47179660680
 1 0  65     0.00001149315 4.17876073790      33.67961751290
 1 0  66     0.00001240128 0.91784591777       2.44768055480
 1 0  67     0.00001070862 0.23521426311      62.25142559510
 1 0  68     0.00000996798 1.55594714290    6272.03014972750
 1 0  69     0.00001089219 1.77499429654      12.53017297220
 1 0  70     0.00001005218 3.40337400141   12566.15169998280
 1 0  71     0.00000971190 0.54527438479   18550.10115570500
 1 0  72     0.00000698648 5.17503917052     213.29909543800
 1 0  73     0.00000815053 5.69843183207    6136.48159827340
 1 0  74     0.00000651077 0.95616844754      78.71375183040
 1 0  75     0.00000619780 0.13999576021     984.60033162190
 1 0  76     0.00000711089 2.69271075539    6346.81174829480
 1 0  77     0.00000558154 3.35781369526       0.52126486180
 1 0  78     0.00000512146 1.94209841222     299.12639426920
 1 0  79     0.00000601308 5.43326039428     529.69096509460
 1 0  80     0.00000525442 0.31954416208    6057.24658158120
 1 0  81     0.00000509136 4.22316167087   18774.44595140690
 1 0  82     0.00000588496 0.80990514353    6171.64568849460
 1 0  83     0.00000402330 5.98452859295       8.07675484730
 1 0  84     0.00000396206 6.14482956212   12489.88562870720
 1 0  85     0.00000464994 0.40970633743     145.10977900970
 1 0  86     0.00000398338 0.43347132737    6069.77675455340
 1 0  87     0.00000466067 1.38918075841     184.72728735580
 1 0  88     0.00000458730 3.27367588260   12343.29137698920
 1 0  89     0.00000482351 2.10489662187       0.96320784650
 1 0  90     0.00000434663 5.70036441664    6280.10690457480
 1 0  91     0.00000412362 5.33624751422   12340.32243157260
 1 0  92     0.00000394365 4.09245334944    6204.36209816100
 1 0  93     0.00000398560 5.86844773248     351.81659230870
 1 0  94     0.00000433447 5.52397087286     183.24281464750
 1 0  95     0.00000307043 5.82006009871     145.63104387150
 1 0  96     0.00000360181 0.99965205459    6212.22640468720
 1 0  97     0.00000377868 2.34967210031      56.62235130260
 1 0  98     0.00000398191 0.33721832949     415.55249061210
 1 0  99     0.00000298548 5.64096557792      22.09140052780
 1 0 100     0.00000338447 3.59367058890    6098.34856263560
 1 0 101     0.00000330785 4.29852447734    6244.94281435360
 1 0 102     0.00000299587 5.87592401904    6173.13016120290
 1 0 103     0.00000315873 0.00452809811   12492.85457412380
 1 0 104     0.00000240149 2.35694050276     137.03302416240
 1 0 105     0.00000243641 4.69526848613     225.82926841020
 1 0 106     0.00000291409 5.82479168839      39.61750834610
 1 0 107     0.00000217543 4.77599708216     340.77089204480
 1 0 108     0.00000222363 1.92086569045      67.66805156650
 1 0 109     0.00000248704 1.61577156951     221.37585028530
 1 0 110     0.00000201735 1.29693040928       0.04818410980
 1 0 111     0.00000222324 0.50893691721      84.34282612290
 1 0 112     0.00000222336 2.84309320165       0.26063243090
 1 0 113     0.00000215898 6.14228234313       5.93789083320
 1 0 114     0.00000260954 4.08642075277    6130.54370744020
 1 0 115     0.00000180679 5.50793312212    6137.44480611990
 1 0 116     0.00000209716 5.57993742055      68.84370773410
 1 0 117     0.00000187262 1.31924482376       0.16005869440
 1 0 118     0.00000245530 3.49942937465    6122.46695259290
 1 0 119     0.00000219065 3.34405538674    6061.69999970610
 1 0 120     0.00000157675 0.73849337578      54.17467074780
 1 0 121     0.00000194514 0.92411821344     152.53214255120
 1 0 122     0.00000168479 5.87761708403      18.15924726470
 1 0 123     0.00000169126 3.68262395403       5.41662597140
 1 0 124     0.00000186573 5.63196988181   24833.17700569640
 1 0 125     0.00000164700 5.63354822868   12192.24370714630
 1 0 126     0.00000195172 1.88844050600     456.39383923560
 1 0 127     0.00000189822 0.91669177110     453.42489381900
 1 0 128     0.00000187651 5.50283573370    6243.45834164530
 1 0 129     0.00000179361 6.21948771340    6588.42201938410
 1 0 130     0.00000179924 3.52637712134      79.23501669220
 1 0 131     0.00000165749 2.05264404962    5985.43392843050
 1 0 132     0.00000162589 1.42356005661     106.97674337190
 1 0 133     0.00000170291 1.50523304431     160.60889739850
 1 0 134     0.00000168984 5.67827282510     219.89137757700
 1 0 135     0.00000162571 3.03415495654     112.91463420510
 1 0 136     0.00000147109 5.97779293359   12352.85260454480
 1 0 137     0.00000146598 1.26379989541      59.80374504030
 1 0 138     0.00000139377 5.38623531190      32.19514480460
 1 0 139     0.00000161408 3.04141207520   83922.06571954460
 1 0 140     0.00000134376 4.37366428518   18475.31955713770
 1 0 141     0.00000133962 4.25046191550     909.81873305460
 1 0 142     0.00000142836 1.30026830792      35.42472265210
 1 0 143     0.00000123671 1.37246799166       7.11354700080
 1 0 144     0.00000104520 5.02821428666       0.75075952540
 1 0 145     0.00000103109 0.68037614190      14.97785352700
 1 0 146     0.00000121872 0.63395317149    6356.37297585040
 1 0 147     0.00000099466 0.62647557291    5909.16785715490
 1 0 148     0.00000105684 1.46869370628    6203.84083329920
 1 0 149     0.00000094245 0.92122765020      74.66972398270
 1 0 150     0.00000113230 0.79575626074   12268.50977842190
 1 0 151     0.00000113084 3.08758912314   24907.95860426369
 1 0 152     0.00000103875 4.65099202003    6096.86408992730
 1 0 153     0.00000110241 2.02375298916     554.06998748280
 1 0 154     0.00000094445 3.95675631555      74.89347315190
 1 0 155     0.00000080188 1.01269262373       6.59228213900
 1 0 156     0.00000109270 5.71285018819      77.96299230500
 1 0 157     0.00000111158 5.00256899671    1652.12514101510
 1 0 158     0.00000107301 3.88244460359    5931.25925768270
 1 0 159     0.00000089056 2.86809639475    6204.77113307510
 1 0 160     0.00000080130 2.92345964826     265.98929347750
 1 0 161     0.00000103516 1.45768821917      24.37902238820
 1 0 162     0.00000088617 2.24261506110    6211.81736977310
 1 0 163     0.00000098056 2.23561726897   12405.54280258430
 1 0 164     0.00000104876 1.90857936212    6170.16121578630
 1 0 165     0.00000084059 1.70726256986      82.85835341460
 1 0 166     0.00000094615 2.83288620007   12413.61955743160
 1 0 167     0.00000103234 4.11765103225   18623.39828156400
 1 0 168     0.00000104795 4.95560964755   18626.36722698059
 1 0 169     0.00000072190 4.06648509174    6198.73302386850
 1 0 170     0.00000079433 2.95842246998     297.64192156090
 1 1   1    75.02542989183 0.00000000000       0.00000000000
 1 1   2     0.00151463556 5.19329074263      74.78159856730
 1 1   3     0.00024459591 1.71290489309       1.48447270830
 1 1   4     0.00009258894 0.42806155717      11.04570026390
 1 1   5     0.00008269674 1.50172747588      63.73589830340
 1 1   6     0.00007657933 1.23211648679     149.56319713460
 1 1   7     0.00005862976 3.65927379448    6133.51265285680
 1 1   8     0.00003898805 0.46474100898       3.93215326310
 1 1   9     0.00002637915 2.12915629401   12491.37010141550
 1 1  10     0.00002254835 4.14266336032      76.26607127560
 1 1  11     0.00001926659 0.53060038976       2.96894541660
 1 1  12     0.00002014687 1.51303964999    6283.07584999140
 1 1  13     0.00001229839 1.58421076065      70.84944530420
 1 1  14     0.00000789452 5.43636226236       3.18139373770
 1 1  15     0.00000705808 1.28596378821    6058.73105428950
 1 1  16     0.00000794769 1.94197965708      73.29712585900
 1 1  17     0.00000632585 4.27313399153    6209.77872413240
 1 1  18     0.00000631306 0.83656193363    6206.80977871580
 1 1  19     0.00000479295 2.96463788041      85.82729883120
 1 1  20     0.00000450105 4.12087083752     138.51749687070
 1 1  21     0.00000434756 3.60161348162     224.34479570190
 1 1  22     0.00000425212 4.72897267561      71.81265315070
 1 1  23     0.00000320194 1.02556500002    6144.55835312070
 1 1  24     0.00000345960 2.54071055034     148.07872442630
 1 1  25     0.00000347227 2.45416990517       9.56122755560
 1 1  26     0.00000272211 2.10279187227    6197.24855116020
 1 1  27     0.00000316221 5.57829210030      52.69019803950
 1 1  28     0.00000290697 6.21393906563   12341.80690428090
 1 1  29     0.00000206621 2.95590103837    6219.33995168800
 1 1  30     0.00000181417 5.69392942551      12.53017297220
 1 1  31     0.00000194556 3.78632535422    6208.29425142410
 1 1  32     0.00000171290 2.98964544491      78.71375183040
 1 1  33     0.00000204472 2.36418331669       2.44768055480
 1 1  34     0.00000166326 5.77032127485   12416.58850284820
 1 1  35     0.00000157627 2.90911713970       0.96320784650
 1 1  36     0.00000188700 4.20289882952      56.62235130260
 1 1  37     0.00000178074 0.21709477868     151.04766984290
 1 1  38     0.00000172797 4.70682220237    6132.02818014850
 1 1  39     0.00000154201 5.59213676341       4.45341812490
 1 1  40     0.00000142973 2.59360251771      62.25142559510
 1 1  41     0.00000137659 4.71288148340   18699.66435283960
 1 1  42     0.00000148561 2.91441539691      77.75054398390
 1 1  43     0.00000152959 4.64993691433      35.16409022120
 1 1  44     0.00000120980 4.14964094995     127.47179660680
 1 1  45     0.00000113856 3.72084844688      65.22037101170
 1 1  46     0.00000113092 4.01265402753    6272.03014972750
 1 1  47     0.00000106105 2.08136266917    6204.36209816100
 1 1  48     0.00000101601 4.17636113464     145.63104387150
 1 1  49     0.00000101669 6.03400673983       0.11187458460
 1 1  50     0.00000095187 3.00944773683    6212.22640468720
 1 1  51     0.00000088310 3.98896488311      18.15924726470
 1 1  52     0.00000087306 6.15197481541     202.25339517410
 1 1  53     0.00000076584 1.45003634684   12566.15169998280
 1 2   1     0.00053030515 0.00000000000       0.00000000000
 1 2   2     0.00002644687 2.18741450000      74.78159856730
 1 2   3     0.00000769144 4.52634793782      11.04570026390
 1 2   4     0.00000551871 3.25728095918      63.73589830340
 1 2   5     0.00000540362 2.27533950414       3.93215326310
 1 2   6     0.00000529207 4.92396446530       1.48447270830
 1 2   7     0.00000256970 3.69062755017       3.18139373770
 1 2   8     0.00000229977 5.72368956765     149.56319713460
 1 2   9     0.00000181786 6.21512567332      70.84944530420
 1 2  10     0.00000114347 0.49543652456   12491.37010141550
 1 2  11     0.00000105368 0.37944116140    6133.51265285680
 1 3   1     0.00000132303 0.03362983991      74.78159856730
 1 4   1     0.00000113857 3.14159265359       0.00000000000
 2 0   1     0.01347195098 2.61882327006      74.78159856730
 2 0   2     0.00062132269 5.06788634264     149.56319713460
 2 0   3     0.00062027008 3.14159265359       0.00000000000
 2 0   4     0.00035204035 5.17392951739    6283.07584999140
 2 0   5     0.00034913788 6.22013083719    6133.51265285680
 2 0   6     0.00009971720 1.61634158188      76.26607127560
 2 0   7     0.00009933380 0.57632242854      73.29712585900
 2 0   8     0.00004027616 3.77376141800    6058.73105428950
 2 0   9     0.00003231561 1.23182563582     224.34479570190
 2 0  10     0.00002973107 2.24379304907       1.48447270830
 2 0  11     0.00002015842 6.06181686409     148.07872442630
 2 0  12     0.00001728165 5.36989036278    6208.29425142410
 2 0  13     0.00001523138 0.27969229504      63.73589830340
 2 0  14     0.00001364924 1.43853201771   12491.37010141550
 2 0  15     0.00001370232 2.51746282473   12341.80690428090
 2 0  16     0.00000920721 4.02515969914     151.04766984290
 2 0  17     0.00000811250 1.33629217866    6357.85744855870
 2 0  18     0.00000761015 6.14065615594      71.81265315070
 2 0  19     0.00000513409 0.98094344087    6132.02818014850
 2 0  20     0.00000523497 1.98388486343    6134.99712556510
 2 0  21     0.00000420504 5.21472353036      11.04570026390
 2 0  22     0.00000431526 3.55489114153     213.29909543800
 2 0  23     0.00000437805 3.38174430206     529.69096509460
 2 0  24     0.00000522387 3.31883938820     138.51749687070
 2 0  25     0.00000435180 0.34107607644      77.75054398390
 2 0  26     0.00000463142 0.74158806411      85.82729883120
 2 0  27     0.00000352518 1.32921188309    5983.94945572220
 2 0  28     0.00000329399 6.24437251822   12416.58850284820
 2 0  29     0.00000251677 0.05758880633   12267.02530571360
 2 0  30     0.00000293399 5.13125595044   12566.15169998280
 2 0  31     0.00000232238 2.24708430266     222.86032299360
 2 0  32     0.00000216544 1.59354049395      38.13303563780
 2 0  33     0.00000245532 0.78820830555       2.96894541660
 2 0  34     0.00000176204 3.67507406739     299.12639426920
 2 0  35     0.00000175393 1.23262605610     146.59425171800
 2 0  36     0.00000172643 1.92618686900     380.12776796000
 2 0  37     0.00000161216 5.33957391261     111.43016149680
 2 0  38     0.00000128654 0.28439592118    6206.80977871580
 2 0  39     0.00000144254 5.96157325156      35.16409022120
 2 0  40     0.00000102273 2.61845391325      78.71375183040
 2 0  41     0.00000116585 5.73864257079      70.84944530420
 2 0  42     0.00000090404 4.83299898421    6057.24658158120
 2 0  43     0.00000099667 2.79252056313    6060.21552699780
 2 0  44     0.00000106528 0.93681698142      70.32818044240
 2 0  45     0.00000086323 0.70497419442      39.61750834610
 2 1   1     0.00206508147 4.12401004566      74.78159856730
 2 1   2     0.00008561913 0.32840295680     149.56319713460
 2 1   3     0.00005386974 0.39645058700    6283.07584999140
 2 1   4     0.00005338404 4.71434855315    6133.51265285680
 2 1   5     0.00001726837 2.12201974642      73.29712585900
 2 1   6     0.00001369893 3.06893213505      76.26607127560
 2 1   7     0.00001219493 0.00000000000       0.00000000000
 2 1   8     0.00000554616 2.22888655140    6058.73105428950
 2 1   9     0.00000538147 4.08787808067    6208.29425142410
 2 1  10     0.00000399179 2.82682866582     224.34479570190
 2 1  11     0.00000450647 3.77548421754       1.48447270830
 2 1  12     0.00000307195 1.26106161430     148.07872442630
 2 1  13     0.00000212750 2.97198439296   12491.37010141550
 2 1  14     0.00000208429 1.01237136641   12341.80690428090
 2 1  15     0.00000154542 3.78645847048      63.73589830340
 2 1  16     0.00000111327 5.33126535262     138.51749687070
 2 1  17     0.00000112027 5.56521117576     151.04766984290
 2 1  18     0.00000111822 2.88110211083    6357.85744855870
 2 1  19     0.00000083154 3.59089598905      71.81265315070
 2 1  20     0.00000090523 0.44763103665    6134.99712556510
 2 2   1     0.00009217167 5.80047151283      74.78159856730
 2 2   2     0.00000568172 0.00000000000       0.00000000000
 2 2   3     0.00000288636 2.16830436964     149.56319713460
 2 2   4     0.00000240878 2.07242031851    6283.07584999140
 2 2   5     0.00000238908 3.04245310342    6133.51265285680
 2 2   6     0.00000095223 3.84219484763      73.29712585900
 2 3   1     0.00000268102 1.25098013675      74.78159856730
 3 0   1    19.22528775354 0.00000000000       0.00000000000
 3 0   2     0.99728703230 5.69692219042    6208.29425142410
 3 0   3     0.87903423163 5.57703851357      74.78159856730
 3 0   4     0.04614423840 5.00839748272    6283.07584999140
 3 0   5     0.04594371078 3.24834198227    6133.51265285680
 3 0   6     0.03443677700 0.33367633041      73.29712585900
 3 0   7     0.02015402175 1.72925636178     149.56319713460
 3 0   8     0.01302975458 1.99683440929   12416.58850284820
 3 0   9     0.00807396140 5.75906905372   12491.37010141550
 3 0  10     0.00760409351 1.47084918375    6209.77872413240
 3 0  11     0.00739847256 0.49945395127    6206.80977871580
 3 0  12     0.00642720803 4.49537997341      76.26607127560
